Animal_ID,Name_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type_Intake,Sex_upon_Intake,Age_upon_Intake,Breed_Intake,Color_Intake,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,year_intake,month_intake,year_outcome,month_outcome,birth_year,birth_month
A692907,*Bock,Fm 969/Decker Lane in Travis (TX),Stray,Normal,Dog,Intact Male,2.0,German Shepherd Mix,Red/Black,Neutered Male,2.0,0.0,2014,11,2015,2,2012,11
A689085,Sosa,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1.0,American Bulldog/Labrador Retriever,White/Blue,Neutered Male,1.0,0.0,2014,9,2014,10,2013,3
A724032,Coco,Woodrun Dr And Willowrun Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,6.0,Chihuahua Shorthair Mix,Tricolor,Spayed Female,6.0,0.0,2016,4,2016,4,2010,4
A691425,Mimsy,4106 N.Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Pointer Mix,White/Black,Spayed Female,2.0,0.0,2014,11,2014,11,2012,11
A701191,Shiloh,Brents Elm & Brandts Wood in Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Dachshund Mix,Black/Brown,Neutered Male,0.08333333333333333,0.0,2015,4,2015,4,2015,2
A670948,,8529 Grandview in Jonestown (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,Brown Tabby,Intact Male,1.0,0.0,2014,1,2014,1,2012,8
A788048,*Marnie,2517 Dovemeadow in Austin (TX),Stray,Normal,Dog,Intact Female,11.0,Chihuahua Shorthair Mix,Cream,Spayed Female,11.0,0.0,2019,1,2019,4,2008,1
A796749,,Austin (TX),Owner Surrender,Normal,Other,Unknown,1.0,Guinea Pig,Tan/White,Unknown,1.0,0.0,2019,6,2019,6,2018,6
A804503,Lola,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Black,Spayed Female,1.0,0.0,2019,9,2019,9,2018,9
A738010,Lili,2407 Allred Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,0.3333333333333333,Domestic Shorthair Mix,Orange Tabby,Spayed Female,0.3333333333333333,0.0,2016,11,2016,11,2016,7
A808773,Bat,701 East 5Th Street in Austin (TX),Wildlife,Normal,Other,Unknown,2.0,Bat,Brown,Unknown,2.0,1.0,2019,11,2019,11,2017,11
A711286,,7201 Levander Loop in Austin (TX),Stray,Feral,Cat,Unknown,0.5,Russian Blue Mix,Blue,Unknown,0.5,0.0,2015,9,2015,9,2015,3
A690093,Rowdy,1203 Perez St in Austin (TX),Public Assist,Normal,Dog,Spayed Female,3.0,Rhod Ridgeback Mix,Tan/White,Spayed Female,3.0,0.0,2016,11,2016,11,2013,10
A806612,,2750 Citation Drive in Travis (TX),Stray,Normal,Cat,Intact Male,0.038461538461538464,Domestic Shorthair Mix,Brown Tabby,Intact Male,0.038461538461538464,0.0,2019,10,2019,10,2019,9
A464168,Mollie,2616 W Braker Ln in Austin (TX),Public Assist,Normal,Dog,Spayed Female,11.0,Pit Bull Mix,White/Gray,Spayed Female,11.0,0.0,2018,9,2018,9,2006,12
A765436,Flip,Austin (TX),Owner Surrender,Normal,Bird,Intact Male,0.5,Chicken Mix,Tan/Red,Intact Male,0.5,0.0,2018,1,2018,1,2017,7
A719128,*Lulu,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Norwich Terrier Mix,Tan/White,Spayed Female,2.0,0.0,2016,2,2016,2,2014,1
A732725,*Ophelia,7619 Scenic Brook in Austin (TX),Public Assist,Sick,Cat,Intact Female,1.0,Domestic Shorthair Mix,Black/White,Spayed Female,1.0,0.0,2016,8,2016,9,2015,8
A811525,Riley,6507 Circle S Road in Austin (TX),Public Assist,Normal,Dog,Intact Male,4.0,Labrador Retriever Mix,Brown/White,Neutered Male,4.0,0.0,2020,1,2020,1,2015,7
A697076,*Kewpie,915 Connecticut in Austin (TX),Stray,Normal,Cat,Neutered Male,6.0,Domestic Shorthair Mix,Black/White,Neutered Male,7.0,0.0,2015,2,2016,1,2008,9
A720165,Rudy,8200 Flaxen Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,3.0,Labrador Retriever Mix,White,Neutered Male,3.0,0.0,2016,2,2016,2,2013,2
A688793,,Burnet And Rutland in Austin (TX),Stray,Nursing,Cat,Unknown,0.008219178082191782,Domestic Medium Hair Mix,Black,Unknown,0.008219178082191782,0.0,2014,9,2014,9,2014,9
A775968,,4623 Quicksilver in Austin (TX),Stray,Normal,Dog,Intact Female,0.5833333333333333,Siberian Husky Mix,White/Red,Spayed Female,0.6666666666666666,0.0,2018,7,2018,7,2017,11
A793196,,8125 Magnolia Ridge Cove in Travis (TX),Public Assist,Normal,Other,Unknown,1.0,Bat Mix,Brown,Unknown,1.0,1.0,2019,4,2019,4,2018,4
A695307,*Sammy,8225 Sam Rayburn Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair Mix,Cream,Neutered Male,1.0,0.0,2015,1,2015,1,2014,1
A796824,,1819 Dexter Drive in Austin (TX),Wildlife,Nursing,Other,Unknown,0.07692307692307693,Opossum,Gray/Gray,Unknown,0.07692307692307693,0.0,2019,6,2019,6,2019,5
A732994,*Sidney,1005 East Riverside Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,Blue,Intact Female,2.0,0.0,2017,10,2017,10,2015,5
A802379,,5220 Hudson Bend Road in Austin (TX),Stray,Normal,Dog,Neutered Male,8.0,Chihuahua Shorthair,Black/White,Neutered Male,8.0,0.0,2019,8,2019,8,2011,8
A803525,,4405 Highway 71 in Travis (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair,Brown Tabby,Intact Female,1.0,0.0,2019,9,2019,9,2018,9
A757691,204,Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,0.9166666666666666,Cardigan Welsh Corgi Mix,Brown/White,Intact Male,1.0,0.0,2017,9,2017,10,2016,9
A735900,Cowardlylion,7207 Barnsdale Way in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Black/White,Intact Male,0.16666666666666666,0.0,2016,10,2016,10,2016,8
A767969,*Andy,8600 Brookfield Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair Mix,Black/Brown,Neutered Male,1.0,0.0,2018,3,2018,4,2017,3
A707832,Aloha,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,0.3333333333333333,Siamese/Japanese Bobtail,Seal Point,Spayed Female,0.3333333333333333,0.0,2015,8,2015,8,2015,3
A704211,Sage,Austin (TX),Stray,Normal,Dog,Spayed Female,3.0,German Shepherd/Labrador Retriever,Buff,Spayed Female,3.0,0.0,2015,10,2015,10,2012,6
A727574,Rolo,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4.0,Pit Bull/Labrador Retriever,Black/White,Neutered Male,4.0,0.0,2016,5,2016,6,2012,5
A695656,Frankie,4700 E Riverside in Austin (TX),Public Assist,Normal,Dog,Intact Male,0.08333333333333333,Pit Bull Mix,White,Intact Male,0.08333333333333333,0.0,2015,1,2015,1,2014,12
A795514,*Cody,Forest Mesa Drive And Ceberry in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Cairn Terrier,Cream/Tan,Intact Female,2.0,0.0,2019,5,2019,5,2017,5
A734674,,1100 San Jacinto Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Bat Mix,Brown,Unknown,1.0,1.0,2016,9,2016,9,2015,9
A731491,Tiger,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2.0,Pit Bull Mix,Brown Brindle,Neutered Male,2.0,0.0,2016,8,2016,8,2014,7
A762980,,8213 Sam Rayburn in Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Black,Spayed Female,0.08333333333333333,0.0,2017,11,2017,12,2017,11
A772596,,4004 Avenue A in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,Torbie,Intact Female,1.0,0.0,2018,5,2018,5,2017,5
A760051,,South Pleasant Valley And Riverside Drive in Austin (TX),Stray,Normal,Bird,Unknown,1.0,Quaker,Green/Gray,Unknown,1.0,0.0,2017,10,2017,10,2016,10
A752804,,4106 N Lamar in Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,Gray Tabby/White,Intact Female,0.07692307692307693,0.0,2017,6,2017,6,2017,5
A776340,*Ginger,6102 Manor Rd in Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Medium Hair Mix,Blue Tabby/White,Spayed Female,0.25,0.0,2018,7,2018,10,2018,6
A796766,Aisha,Bullace St in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Siberian Husky Mix,Black/White,Spayed Female,1.0,0.0,2019,6,2019,6,2018,6
A671172,*Tristan,2705 Hoake Ln in Austin (TX),Stray,Nursing,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,Blue Tabby,Neutered Male,0.16666666666666666,0.0,2014,1,2014,3,2013,12
A743237,Cooter,W Parmer Lane And Metric Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Pekingese Mix,Tan/White,Intact Male,5.0,0.0,2017,2,2017,2,2012,2
A703053,,2516 Elara Dr in Travis (TX),Stray,Normal,Dog,Intact Male,1.0,Cairn Terrier Mix,Tan/White,Neutered Male,1.0,0.0,2015,5,2015,5,2014,5
A670002,Chiquita,Tracy Lynn Ln And East Leslie Circle in Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Miniature Poodle/Yorkshire Terrier,White/Silver,Spayed Female,3.0,0.0,2013,12,2014,1,2010,12
A811027,,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,3.0,Chihuahua Shorthair Mix,Black/Tan,Spayed Female,4.0,0.0,2019,12,2019,12,2015,12
A718176,,1515 Wickersham Ln in Austin (TX),Stray,Sick,Cat,Neutered Male,6.0,Domestic Shorthair Mix,Black,Neutered Male,6.0,0.0,2015,12,2015,12,2009,12
A806697,,4404 E Oltorf St in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Siamese Mix,White/Tan,Spayed Female,0.16666666666666666,0.0,2019,10,2019,10,2019,8
A690073,,1401 E Rundburg in Austin (TX),Stray,Normal,Cat,Intact Male,0.5833333333333333,Domestic Medium Hair,Brown Tabby,Intact Male,0.5833333333333333,0.0,2014,10,2014,10,2014,2
A666001,Hershey,2121 Dickson Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,5.0,Australian Shepherd Mix,Black/Tan,Spayed Female,5.0,0.0,2013,10,2013,10,2008,10
