Animal_ID,Name_Intake,Found_Location,Intake_Type,Intake_Condition,Animal_Type_Intake,Sex_upon_Intake,Age_upon_Intake,Breed_Intake,Color_Intake,Sex_upon_Outcome,Age_upon_Outcome,binary_outcome,year_intake,month_intake,year_outcome,month_outcome,birth_year,birth_month
A801224,,4610 Borage Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.08333333333333333,Vizsla,Brown,Spayed Female,0.16666666666666666,0.0,2019,8,2019,8,2019,6
A716274,*Sarah,5808 Mckinney Falls Pkwy in Austin (TX),Stray,Normal,Dog,Spayed Female,1.0,Boxer Mix,Tricolor,Spayed Female,1.0,0.0,2015,11,2015,11,2014,5
A774146,*Madison,East 7Th And Tillery in Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Tortie,Intact Female,0.07692307692307693,1.0,2018,6,2018,6,2018,5
A734180,Jax,14400 Harris Ridge Blvd in Travis (TX),Stray,Sick,Dog,Intact Male,3.0,Labrador Retriever Mix,Black/White,Neutered Male,3.0,0.0,2016,9,2016,10,2013,9
A693946,Achilles,Comal /Manor in Austin (TX),Stray,Normal,Dog,Intact Male,2.0,Boxer/Pit Bull,Red/White,Neutered Male,2.0,0.0,2014,12,2014,12,2012,12
A720814,,Oak Meadow in Travis (TX),Wildlife,Normal,Other,Unknown,3.0,Bat Mix,Brown,Unknown,3.0,1.0,2016,2,2016,2,2013,2
A811654,Yogy,13021 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,6.0,Bichon Frise,White,Intact Male,6.0,0.0,2020,1,2020,1,2014,1
A694152,*Prancer,8613 Ganttcrest Dr in Austin (TX),Stray,Sick,Cat,Intact Female,0.08333333333333333,Domestic Longhair,Blue,Spayed Female,0.25,0.0,2014,12,2015,2,2014,11
A746822,,1109 South Pleasant Valley Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,Orange Tabby,Intact Male,1.0,0.0,2017,4,2017,4,2016,4
A785444,May-May,2201 Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,0.25,Border Collie Mix,Brown/White,Spayed Female,0.25,0.0,2018,12,2018,12,2018,8
A729915,,1710 Dessau Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1.0,Siamese Mix,Seal Point,Intact Male,1.0,0.0,2016,6,2016,6,2015,6
A729857,,1156 W. Cesar Chavez in Austin (TX),Stray,Nursing,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Tortie,Intact Female,0.08333333333333333,0.0,2016,6,2016,6,2016,5
A808101,*Princess,1601 East Slaughter Lane in Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair,Brown Tabby/White,Spayed Female,0.16666666666666666,0.0,2019,11,2019,12,2019,10
A703852,Pablo,8909 Briardale Dr in Austin (TX),Public Assist,Normal,Dog,Intact Male,4.0,Chihuahua Shorthair Mix,White/Black,Neutered Male,4.0,0.0,2015,5,2015,6,2011,5
A757446,Chef,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7.0,Domestic Shorthair Mix,Black,Neutered Male,7.0,0.0,2017,9,2017,9,2010,9
A772917,,Dixon Drive in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Medium Hair Mix,Orange Tabby,Neutered Male,0.16666666666666666,0.0,2018,5,2018,5,2018,3
A722196,Grady,Powell Cir And Lightsey Rd in Austin (TX),Stray,Normal,Cat,Neutered Male,14.0,Domestic Shorthair Mix,Blue,Neutered Male,14.0,0.0,2016,3,2016,3,2002,3
A689995,*Petunia,9323 Manchaca #816 in Austin (TX),Stray,Normal,Dog,Spayed Female,3.0,Pit Bull Mix,Black/White,Spayed Female,3.0,0.0,2014,10,2014,11,2011,10
A744974,*Irish,Hwy 71 And Tx 130 in Del Valle (TX),Stray,Normal,Dog,Intact Female,0.25,German Shorthair Pointer/Labrador Retriever,Tan/White,Spayed Female,0.3333333333333333,0.0,2017,3,2017,3,2016,11
A672171,Billie Jean,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1.0,Labrador Retriever Mix,Black/White,Spayed Female,1.0,0.0,2014,2,2014,2,2012,5
A677054,,413 Mock Cherry in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Australian Terrier Mix,Black/Brown,Neutered Male,1.0,0.0,2014,4,2014,5,2013,4
A669749,*Boxer,8100 Ingrid in Travis (TX),Stray,Normal,Dog,Intact Male,2.0,Pit Bull Mix,Tan/Brown,Neutered Male,2.0,1.0,2013,12,2014,2,2011,12
A716691,Sugar,Manor (TX),Owner Surrender,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,Black,Spayed Female,2.0,0.0,2015,11,2015,12,2013,11
A533557,Jake,Austin (TX),Public Assist,Normal,Dog,Neutered Male,5.0,Brittany Mix,Brown/White,Neutered Male,5.0,1.0,2013,12,2014,1,2008,12
A740085,Puddles,Austin (TX),Public Assist,Normal,Cat,Spayed Female,2.0,Domestic Medium Hair Mix,Calico,Spayed Female,2.0,0.0,2016,12,2016,12,2014,12
A744203,Eddie,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5.0,Scottish Terrier Mix,Black,Neutered Male,5.0,0.0,2017,2,2017,2,2011,3
A736723,*Reiven,Firefly Dr And Onion Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Female,0.3333333333333333,Pointer/Labrador Retriever,Black/White,Spayed Female,0.41666666666666663,0.0,2016,10,2016,11,2016,5
A758426,,11601 Argonne Forest in Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,White,Intact Female,0.07692307692307693,0.0,2017,9,2017,9,2017,8
A680167,,3909 Becker Ave in Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,Black/White,Intact Male,0.057692307692307696,0.0,2014,5,2014,5,2014,5
A731692,Maddie,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1.0,Staffordshire Mix,Black/White,Spayed Female,1.0,0.0,2016,12,2016,11,2015,7
A746879,Azrael,Austin (TX),Public Assist,Normal,Dog,Neutered Male,8.0,Catahoula/Queensland Heeler,Blue Merle/Black,Neutered Male,8.0,0.0,2017,4,2017,4,2009,4
A682593,Pinto,2015 S Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,5.0,Beagle,Brown/White,Neutered Male,5.0,0.0,2014,6,2014,7,2009,6
A755995,*Trixie,Boyer Blvd And Metric Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,Black/White,Intact Female,2.0,0.0,2017,8,2017,8,2015,8
A734303,,2703 Channing Cir in Austin (TX),Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,White/Black,Intact Female,1.0,0.0,2016,9,2016,9,2015,9
A673830,*Seth,5801 W Hwy 290 in Austin (TX),Stray,Normal,Dog,Neutered Male,2.0,Pit Bull Mix,Black/White,Neutered Male,2.0,1.0,2014,3,2014,3,2012,3
A705600,,7901 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Blue Tabby,Intact Female,0.08333333333333333,0.0,2015,6,2015,6,2015,4
A688023,,15304 Quinley Dr in Austin (TX),Wildlife,Injured,Other,Unknown,2.0,Opossum Mix,Gray,Unknown,2.0,1.0,2014,9,2014,9,2012,9
A692665,*Darla,Salimester & Cutty in Lakeway (TX),Stray,Normal,Dog,Intact Female,1.0,Labrador Retriever Mix,Brown,Spayed Female,1.0,0.0,2014,11,2014,12,2013,5
A729225,,Austin (TX),Public Assist,Nursing,Dog,Intact Male,0.019230769230769232,Pit Bull Mix,Black/White,Intact Male,0.038461538461538464,0.0,2016,6,2016,6,2016,6
A757669,Luna,12416 Coronet in Austin (TX),Stray,Normal,Dog,Spayed Female,3.0,German Shepherd Mix,Tan/Black,Spayed Female,3.0,0.0,2017,9,2017,9,2014,9
A569887,Riley,12700 Gregg Manor Rd in Manor (TX),Stray,Normal,Dog,Neutered Male,6.0,Wirehaired Pointing Griffon Mix,Gray/Black,Neutered Male,6.0,0.0,2015,10,2015,10,2009,3
A749697,*Boss,15200 General Williamson Drive in Austin (TX),Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,Orange Tabby,Neutered Male,0.25,0.0,2017,5,2017,8,2017,4
A682299,,8312 N Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,0.25,Domestic Shorthair Mix,Black/White,Intact Male,0.25,0.0,2014,6,2014,6,2014,3
A804825,,6404 Sandshof Drive in Austin (TX),Stray,Normal,Dog,Intact Female,0.08333333333333333,German Shepherd Mix,Brown/Black,Intact Female,0.08333333333333333,0.0,2019,9,2019,9,2019,8
A758225,,Del Valle (TX),Stray,Nursing,Dog,Unknown,0.0027397260273972603,Labrador Retriever Mix,Tan,Unknown,0.07692307692307693,1.0,2017,9,2017,10,2017,9
A721435,,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2.0,Pit Bull Mix,Black/White,Intact Female,2.0,1.0,2016,2,2016,3,2014,2
A677573,*Sprinkles,2507 Bitter Creek in Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,Blue Tabby,Neutered Male,0.16666666666666666,0.0,2014,4,2014,6,2014,3
A731230,,2614 Howellwood Way in Austin (TX),Public Assist,Normal,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,White,Unknown,0.038461538461538464,0.0,2016,7,2016,7,2016,7
A746415,,Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Torbie,Spayed Female,0.16666666666666666,0.0,2017,4,2017,4,2017,2
A677534,,Above Stratford Pl in Austin (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Torbie,Intact Female,0.057692307692307696,0.0,2014,4,2014,4,2014,4
A755554,,9201 Scenic Bluff Drive in Travis (TX),Wildlife,Normal,Other,Unknown,1.0,Bat Mix,Brown,Unknown,1.0,1.0,2017,8,2017,8,2016,8
A783864,Tripp,Austin (TX),Public Assist,Normal,Dog,Neutered Male,12.0,Miniature Pinscher Mix,Black/Tan,Neutered Male,12.0,0.0,2018,11,2018,11,2006,11
A768616,,9515 N Lamar Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Bat Mix,Brown,Unknown,1.0,1.0,2018,3,2018,3,2017,3
A667890,*Dori,Coulver Rd in Austin (TX),Stray,Normal,Dog,Intact Female,1.0,Redbone Hound/Boxer,Red/White,Spayed Female,1.0,0.0,2013,11,2013,12,2012,11
A660027,Pinto,2401 Quicksilver in Austin (TX),Stray,Normal,Dog,Neutered Male,2.0,Pointer Mix,Brown Brindle/White,Neutered Male,2.0,0.0,2014,7,2014,8,2011,9
A745923,Wyatt,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2.0,Pit Bull Mix,White/Black,Neutered Male,2.0,0.0,2017,3,2017,3,2014,8
A691535,Snoop,7605 Marl in Austin (TX),Stray,Injured,Dog,Intact Male,5.0,Beagle,Tricolor,Neutered Male,5.0,0.0,2014,11,2014,11,2009,11
A805147,Buddy,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1.0,Dachshund Mix,Black/Brown,Neutered Male,1.0,0.0,2019,9,2019,9,2018,9
A709962,,15134 Sarahs Creek Dr in Pflugerville (TX),Stray,Normal,Cat,Intact Female,0.3333333333333333,Domestic Medium Hair Mix,Blue,Intact Female,0.3333333333333333,0.0,2015,8,2015,8,2015,4
A729676,*Domenico,1401 Frontier Valley in Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,Black,Neutered Male,0.16666666666666666,0.0,2016,6,2016,8,2016,5
A779353,,1800 Deloney Street in Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,Black/White,Intact Female,2.0,0.0,2018,8,2018,9,2016,8
A667199,*Aramis,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,0.07692307692307693,Domestic Medium Hair Mix,Black,Intact Male,0.08333333333333333,0.0,2013,11,2013,11,2013,10
A788013,Spot,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,0.75,Pointer Mix,White/Black,Spayed Female,0.75,0.0,2019,1,2019,2,2018,4
A749979,Chucky,10710 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,3.0,Chihuahua Longhair Mix,Black/White,Intact Male,4.0,0.0,2017,5,2017,5,2013,5
A806928,,9912 Rodriguez in Austin (TX),Stray,Injured,Cat,Intact Male,1.0,Domestic Shorthair,Orange,Intact Male,1.0,0.0,2019,10,2019,10,2018,10
A734546,*Kid Rock,16006 Agua Vista in Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair Mix,Orange Tabby,Neutered Male,0.16666666666666666,0.0,2016,9,2016,9,2016,6
A721633,*Montana,8701 Shoal Creek in Austin (TX),Stray,Normal,Dog,Spayed Female,3.0,Australian Cattle Dog/Basenji,Brown/White,Spayed Female,3.0,0.0,2016,3,2016,3,2012,9
A778783,,305 W 35Th in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,Chihuahua Shorthair Mix,Brown/Black,Neutered Male,1.0,0.0,2018,8,2018,8,2017,4
A668427,,Muffin Dr in Austin (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever/Border Collie,Black/White,Intact Male,0.16666666666666666,0.0,2013,12,2013,12,2013,10
A773860,,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,0.16666666666666666,Labrador Retriever/Golden Retriever,Brown/White,Neutered Male,0.16666666666666666,0.0,2018,6,2018,6,2018,4
A760254,Abby,7300 North Farm To Market 620 in Austin (TX),Stray,Normal,Dog,Spayed Female,4.0,Beagle Mix,Tricolor,Spayed Female,4.0,0.0,2017,10,2017,10,2013,6
A748961,*Bruno,3726 Howard Ln in Austin (TX),Stray,Injured,Dog,Intact Male,5.0,English Coonhound Mix,Red Tick/White,Neutered Male,5.0,0.0,2017,5,2017,7,2012,5
A763583,,Oaksprings And Airport in Austin (TX),Stray,Normal,Dog,Intact Male,0.5,Yorkshire Terrier/Chihuahua Shorthair,Black,Intact Male,0.5,0.0,2017,12,2017,12,2017,6
A809443,,David Moore Drive And Buster Drive in Austin (TX),Stray,Normal,Dog,Intact Female,0.6666666666666666,German Shepherd,Black/Tan,Intact Female,0.6666666666666666,0.0,2019,11,2019,11,2019,3
A803529,*Molly,6636 West William Cannon in Austin (TX),Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,Calico,Spayed Female,2.0,0.0,2019,9,2019,11,2017,9
A786850,*Fergi,9401 South Us 183 Highway in Austin (TX),Stray,Normal,Dog,Intact Female,2.0,Australian Cattle Dog Mix,Blue Tick/Black,Spayed Female,2.0,0.0,2019,1,2019,1,2017,1
A677208,*Lola,2407 Berekeley Ave. in Austin (TX),Stray,Normal,Dog,Intact Female,0.5833333333333333,Dachshund Mix,Tan/White,Spayed Female,0.6666666666666666,0.0,2014,4,2014,4,2013,8
A690202,Perdy,5210 Buffalo Pass in Austin (TX),Stray,Normal,Dog,Spayed Female,6.0,German Shorthair Pointer Mix,Liver/White,Spayed Female,6.0,0.0,2014,10,2014,10,2008,10
A790606,,Travis (TX),Stray,Nursing,Dog,Intact Female,0.0027397260273972603,Australian Shepherd Mix,White/Black,Spayed Female,0.08333333333333333,0.0,2019,3,2019,5,2019,3
A663562,*Heidi,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1.0,Rhod Ridgeback Mix,Brown/White,Spayed Female,1.0,0.0,2013,12,2013,12,2012,9
A712297,*Eclipse,4303 Banister Lane in Austin (TX),Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair Mix,Black,Spayed Female,0.16666666666666666,0.0,2015,9,2015,10,2015,7
A592335,Dex,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5.0,Norwich Terrier Mix,Tan,Neutered Male,5.0,0.0,2015,8,2015,8,2010,8
A733559,*Guacamole,7001 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,Black,Neutered Male,0.16666666666666666,0.0,2016,8,2016,10,2016,7
A692639,*Scout,6101 Caroline Ln in Travis (TX),Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,Black/Tan,Neutered Male,0.16666666666666666,0.0,2014,11,2014,12,2014,10
A740452,Chrissy,18328 Great Falls Dr in Travis (TX),Stray,Normal,Dog,Intact Female,0.5,Chihuahua Shorthair Mix,Cream/Tan,Intact Female,0.5,0.0,2016,12,2016,12,2016,6
A734207,,2200 Forest Trl in Austin (TX),Wildlife,Sick,Other,Unknown,1.0,Raccoon Mix,Gray/Black,Unknown,1.0,1.0,2016,9,2016,9,2015,9
A752272,,900 Rocking Spur Cv in Travis (TX),Stray,Normal,Dog,Intact Male,0.41666666666666663,Basset Hound Mix,Brown,Intact Male,0.41666666666666663,0.0,2017,6,2017,6,2017,1
A799535,,5800 Techni Center Dr in Austin (TX),Stray,Normal,Other,Unknown,0.07692307692307693,Guinea Pig,Gray,Unknown,0.07692307692307693,0.0,2019,7,2019,7,2019,6
A750341,,4701 Staggerbrush in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Brown Tabby/Black,Intact Female,0.16666666666666666,0.0,2017,5,2017,5,2017,3
A755910,Beaux,15010 Chamberlain Court in Austin (TX),Stray,Normal,Dog,Intact Male,2.0,German Shepherd Mix,Brown/Black,Neutered Male,2.0,0.0,2017,8,2017,8,2015,8
A682817,,Thornwood Dr in Austin (TX),Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair Mix,Brown Tabby,Intact Male,0.16666666666666666,0.0,2014,7,2014,7,2014,4
A755199,Cookie,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,0.5,Anatol Shepherd Mix,Black/White,Spayed Female,0.5,0.0,2017,11,2017,11,2017,5
A792070,,Austin (TX),Wildlife,Sick,Other,Unknown,1.0,Bat Mix,Brown,Unknown,1.0,1.0,2019,4,2019,4,2018,4
A705399,*Merri,6904 Tulane in Austin (TX),Stray,Nursing,Cat,Intact Female,1.0,Domestic Shorthair Mix,Blue,Intact Female,1.0,0.0,2015,6,2015,6,2014,6
A709138,*Belle,2100 Barton Springs Rd in Austin (TX),Stray,Normal,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,White/Brown Tabby,Spayed Female,0.16666666666666666,0.0,2015,8,2015,9,2015,7
A677338,Louise,13413 James Monroe in Manor (TX),Public Assist,Normal,Dog,Intact Female,0.08333333333333333,Cairn Terrier/Chihuahua Shorthair,Tan,Intact Female,0.08333333333333333,0.0,2014,4,2014,4,2014,3
A774221,*Columbo,1107 East Yager Lane in Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Black,Intact Male,0.16666666666666666,0.0,2018,6,2018,6,2018,4
A752926,*Smurfette,900 Broken Feather in Pflugerville (TX),Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,Black,Intact Female,0.08333333333333333,0.0,2017,6,2017,8,2017,6
A787158,Tyrion,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1.0,Guinea Pig Mix,Brown/White,Intact Male,1.0,0.0,2019,1,2019,1,2017,7
A671094,*Gina,5706 Sandhurst Cir in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,0.3333333333333333,Australian Cattle Dog Mix,Black/White,Spayed Female,0.3333333333333333,0.0,2014,1,2014,1,2013,9
A772972,Chiquita,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2.0,Chihuahua Shorthair Mix,Tan,Spayed Female,2.0,0.0,2018,5,2018,5,2016,5
A808062,,841 Airport Boulevard in Austin (TX),Stray,Normal,Cat,Unknown,0.25,Domestic Shorthair Mix,Cream Tabby,Unknown,0.25,0.0,2019,11,2019,11,2019,8
A810215,,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,0.16666666666666666,Labrador Retriever,Black/White,Neutered Male,0.16666666666666666,0.0,2019,12,2019,12,2019,9
A665738,Baby,Austin (TX),Public Assist,Normal,Dog,Spayed Female,2.0,Pit Bull Mix,Brown/White,Spayed Female,2.0,0.0,2013,10,2013,10,2011,10
A803512,Zeus,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1.0,English Bulldog,Chocolate/White,Neutered Male,1.0,0.0,2019,9,2019,9,2018,9
A754209,,814 Airport in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3.0,Chihuahua Longhair Mix,Tricolor,Neutered Male,3.0,0.0,2017,8,2017,8,2014,7
A679592,*Caramel,Manor Rd And 51St St in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,Torbie,Spayed Female,0.25,0.0,2014,5,2014,7,2014,4
A805251,Cash,1500 Red River in Austin (TX),Public Assist,Normal,Dog,Intact Male,1.0,Australian Shepherd,Blue Merle/White,Intact Male,1.0,0.0,2019,9,2019,9,2018,9
A730333,*Quincy,12700 Ring Dr in Manor (TX),Stray,Normal,Dog,Intact Male,3.0,Pit Bull Mix,White/Blue Tick,Neutered Male,3.0,0.0,2016,7,2016,7,2013,7
A707011,Ramond Juan,924 Shady Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,8.0,Rat Terrier Mix,Tricolor,Neutered Male,8.0,0.0,2015,7,2015,7,2007,7
A666312,,Webberville Rd And Taylor Ln in Travis (TX),Stray,Normal,Dog,Intact Male,0.5833333333333333,Leonberger Mix,Brown Brindle/White,Neutered Male,0.6666666666666666,0.0,2013,10,2013,11,2013,3
A686030,,12901 N Ih 35 #1100 in Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Bat Mix,Brown,Unknown,1.0,1.0,2014,8,2014,8,2013,8
A622150,Benji,Airport Blvd And Parwood  Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,5.0,Basenji Mix,Brown/White,Neutered Male,5.0,0.0,2016,11,2016,11,2011,9
A685999,,Linden/Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,0.16666666666666666,Labrador Retriever Mix,Black/White,Spayed Female,0.16666666666666666,0.0,2014,8,2014,8,2014,5
A773510,*Barnaby,5437 El Molino Circle in Travis (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,Brown Tabby,Neutered Male,0.25,0.0,2018,6,2018,8,2018,5
A762536,*Radish,841 Airport Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,Brown Tabby,Neutered Male,0.16666666666666666,0.0,2017,11,2018,1,2017,10
A682599,Shiva,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,0.3333333333333333,Domestic Longhair,Calico,Spayed Female,0.3333333333333333,0.0,2014,6,2014,7,2014,2
A764470,Jenny,Austin (TX),Owner Surrender,Normal,Other,Intact Female,7.0,Rabbit Sh Mix,Brown,Intact Female,7.0,0.0,2017,12,2018,1,2010,12
A677306,,85 Pedernales in Austin (TX),Stray,Feral,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Brown Tabby,Neutered Male,0.5,0.0,2014,4,2014,9,2014,3
A668560,Powder,1505 Miss Allisons Way in Pflugerville (TX),Stray,Normal,Cat,Intact Male,0.3333333333333333,Domestic Shorthair Mix,White,Neutered Male,0.3333333333333333,0.0,2013,12,2013,12,2013,8
A795614,,5209 Pine Place in Austin (TX),Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair,Blue Cream,Intact Female,0.16666666666666666,0.0,2019,5,2019,6,2019,4
A773850,,10600 Plains Trail in Austin (TX),Stray,Normal,Cat,Unknown,4.0,Domestic Shorthair Mix,Black/White,Unknown,4.0,0.0,2018,6,2018,6,2014,6
A673988,Sinsae,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4.0,Labrador Retriever Mix,Black/White,Neutered Male,4.0,0.0,2014,4,2014,9,2010,4
A708803,*Jessica,Hamilton Pool Rd in Travis (TX),Stray,Injured,Dog,Intact Female,0.0027397260273972603,Pit Bull Mix,Brown/White,Intact Female,0.019230769230769232,0.0,2015,8,2015,8,2015,7
A767581,*Jackson,9129 Metric in Austin (TX),Stray,Nursing,Cat,Intact Male,0.057692307692307696,Domestic Medium Hair Mix,Black/White,Neutered Male,0.16666666666666666,0.0,2018,3,2018,4,2018,2
A798376,,1500 Faro Drive in Austin (TX),Wildlife,Sick,Other,Unknown,2.0,Bat,Red,Unknown,2.0,1.0,2019,6,2019,6,2017,6
A751746,*Lucky Charm,Austin (TX),Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,Black,Neutered Male,0.16666666666666666,0.0,2017,6,2017,7,2017,4
A784945,,Duval Road in Austin (TX),Stray,Pregnant,Dog,Intact Female,8.0,Yorkshire Terrier,Red/Black,Intact Female,8.0,0.0,2018,11,2018,11,2010,11
A792484,*Snowdrift,3601 E 12Th in Austin (TX),Stray,Normal,Dog,Intact Male,1.0,German Shepherd Mix,Cream,Neutered Male,1.0,0.0,2019,4,2019,5,2018,4
A700069,,4600 Rocking Chair Rd in Austin (TX),Stray,Nursing,Cat,Unknown,0.0,Domestic Shorthair Mix,Black,Unknown,0.0027397260273972603,0.0,2015,4,2015,4,2015,4
A767360,Skylar,Lago Vista (TX),Owner Surrender,Normal,Cat,Neutered Male,8.0,Domestic Shorthair Mix,Blue/White,Neutered Male,8.0,0.0,2018,2,2018,4,2010,2
A762443,,La Paz And Paloma in Del Valle (TX),Stray,Normal,Dog,Intact Female,2.0,German Shepherd Mix,Black/Tan,Intact Female,2.0,0.0,2017,11,2017,11,2015,11
A757075,Oriah,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1.0,Collie Rough Mix,Tan,Spayed Female,1.0,0.0,2018,9,2018,10,2017,6
A805397,*Yosemite,9219 Anderson Mill Rd in Austin (TX),Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair,Black/Black,Intact Male,0.07692307692307693,0.0,2019,9,2019,9,2019,8
A767126,,7202 Kenosha Pass in Austin (TX),Wildlife,Normal,Other,Unknown,1.0,Bat Mix,Brown,Unknown,1.0,1.0,2018,2,2018,2,2017,2
A761131,*Mary,6506 Decker Lane in Austin (TX),Stray,Normal,Dog,Intact Female,0.057692307692307696,Pit Bull Mix,Black/White,Intact Female,0.07692307692307693,0.0,2017,10,2017,11,2017,10
A687622,,Cameron Rd & Hwy 290 in Austin (TX),Public Assist,Normal,Bird,Unknown,0.5,Chicken Mix,Brown,Unknown,0.5,0.0,2014,9,2014,9,2014,3
A742878,,5414 Bolm Rd in Austin (TX),Stray,Normal,Cat,Intact Male,0.25,Domestic Shorthair Mix,Orange Tabby,Neutered Male,0.3333333333333333,0.0,2017,1,2017,2,2016,10
A734326,,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Neutered Male,3.0,Domestic Longhair Mix,Brown Tabby,Neutered Male,3.0,0.0,2016,10,2016,10,2013,9
A629462,Ruby,Austin (TX),Public Assist,Normal,Dog,Spayed Female,7.0,German Shepherd Mix,Black/Tan,Spayed Female,7.0,0.0,2016,4,2016,5,2008,6
A789563,,Ben White Boulevard And Victory Drive in Austin (TX),Stray,Normal,Dog,Intact Male,0.5,Border Terrier/Border Collie,Tan/Black,Neutered Male,0.5,0.0,2019,2,2019,2,2018,8
A807415,,14620 Plover Place in Travis (TX),Stray,Nursing,Dog,Unknown,0.019230769230769232,Great Pyrenees,Brown,Unknown,0.019230769230769232,0.0,2019,10,2019,10,2019,10
